Date,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
2020-04-27,0,0,1,0,0,0,14,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,17,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,6,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,10,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
2020-05-06,0,0,0,0,0,0,5,0,3,2,6,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,15,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2020-05-09,0,0,0,0,0,0,3,0,3,1,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0,2,0,3,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-05-13,0,0,1,0,0,0,6,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
2020-05-14,0,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0
2020-05-15,0,0,3,0,0,0,8,0,1,4,11,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,3,0,10,0,11,1,0,0,27,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1
2020-05-18,0,0,1,0,0,0,0,0,13,0,15,0,0,0,8,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,7,0,1,0,13,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,2,0,0,0,6,0,0,0,5,0,1,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0
2020-05-21,0,0,3,0,0,0,9,0,0,0,13,0,0,0,2,0,0,0,2,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,1,0,0,0,18,0,1,0,15,0,0,4,3,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,1,0,2,0,15,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,9,0,9,0,0,0,2,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,8,0,5,0,19,0,0,0,8,1,1,1,0,1,7,1,0,0,0,2,0,1,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-29,0,0,3,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1
2020-05-30,0,0,0,0,0,0,7,0,2,0,27,0,0,2,5,0,0,0,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,1,0,0,0,24,0,0,0,3,0,1,0,3,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0
2020-06-01,0,1,0,0,0,0,1,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,7,0,6,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
2020-06-03,0,0,0,0,0,0,5,0,3,1,11,0,0,4,3,0,0,1,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,1,0,8,0,0,0,3,0,0,4,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0
2020-06-05,0,0,1,0,1,0,1,0,3,5,9,0,0,2,0,0,0,3,3,2,0,3,1,14,0,0,0,1,0,0,0,0,0,0
2020-06-06,0,0,1,0,1,0,0,0,0,0,17,0,0,0,3,0,0,1,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,5,0,0,22,20,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,3,0,19,0,0,2,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,1,0,0,0,4,0,0,5,12,0,0,0,4,0,1,3,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,1
2020-06-10,0,0,1,0,0,0,2,0,0,0,16,0,0,1,4,0,0,3,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,2,0,0,0,2,0,0,0,23,0,0,0,4,0,0,3,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0
2020-06-12,0,0,1,0,0,0,3,0,0,0,22,0,1,0,4,0,0,0,1,0,0,1,0,12,0,0,0,2,1,0,0,0,0,0
2020-06-13,0,1,3,0,1,0,8,0,0,0,14,0,0,1,4,0,0,2,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1
2020-06-14,0,0,0,0,1,0,7,0,0,1,11,0,0,3,5,0,0,0,7,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,1,0,0,2,0,1,17,16,0,0,4,6,0,0,2,2,0,0,5,0,7,0,0,0,0,1,0,0,0,0,0
2020-06-16,0,0,0,1,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0
2020-06-17,1,0,0,0,0,0,6,0,7,0,14,0,0,0,6,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,15,0,2,9,13,0,0,6,9,0,0,2,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,2,0,0,0,0,13,13,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,1,0,0,0,0,7,0,0,0,20,0,0,2,3,0,0,1,1,0,3,2,0,15,0,0,0,1,0,0,0,0,0,0
2020-06-21,0,2,0,0,0,0,1,0,0,0,17,0,1,0,10,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,1,13,0,0,3,0,0,0,1,3,0,2,3,0,7,0,0,0,2,0,0,0,0,0,0
2020-06-23,0,0,0,0,1,0,8,0,0,4,13,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0
2020-06-24,0,0,0,0,1,0,8,0,0,2,9,0,1,0,1,0,0,2,3,0,0,3,0,6,1,0,0,0,1,0,0,0,0,0
2020-06-25,0,2,0,0,0,0,6,0,2,0,14,0,0,0,7,0,0,2,3,0,1,3,0,3,0,0,1,3,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,8,0,2,0,32,0,1,2,3,0,0,0,2,1,3,4,0,2,0,0,0,2,1,0,0,0,0,0
2020-06-27,0,0,0,0,0,0,8,0,0,0,17,0,0,1,0,0,0,1,1,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,2,0,0,0,0,1,0,0,0,18,0,0,0,4,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,1,0,0,0,0,0,32,0,0,0,4,0,0,6,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0
2020-06-30,1,1,0,0,1,0,7,0,1,0,30,0,0,2,3,0,0,1,7,0,1,1,0,4,0,0,0,0,1,0,8,0,0,2
2020-07-01,0,1,0,0,0,0,0,0,1,10,33,0,0,0,1,0,0,3,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,1,0,0,0,0,6,0,0,10,22,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1
2020-07-03,0,0,0,0,0,0,5,0,0,0,21,0,1,4,5,0,0,0,3,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0
2020-07-04,0,2,0,0,1,0,0,0,0,15,27,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-05,0,2,1,0,0,0,6,0,0,15,24,0,0,2,2,0,0,0,1,0,4,0,1,24,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,3,0,0,0,0,0,1,1,15,33,0,1,0,2,0,0,0,1,0,3,4,0,1,0,0,1,0,0,0,2,0,0,2
2020-07-07,0,2,0,0,0,0,12,0,2,5,26,0,2,1,3,0,0,1,6,0,2,1,0,2,0,0,0,0,0,0,1,0,0,2
2020-07-08,0,0,0,0,0,0,4,0,2,5,23,0,0,0,1,0,0,6,1,0,2,1,0,3,0,0,0,0,0,0,1,0,0,1
2020-07-09,0,1,0,0,1,1,6,0,4,0,23,0,0,3,3,0,0,1,1,1,1,5,1,4,0,0,0,2,0,0,0,0,0,0
2020-07-10,0,0,1,0,0,0,0,0,0,10,27,0,1,0,2,0,0,2,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-11,0,1,0,0,2,0,10,0,0,0,36,0,0,0,0,0,0,0,2,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0
2020-07-12,1,0,0,0,0,0,10,0,0,5,20,0,4,0,5,0,0,3,3,0,3,4,0,6,0,0,0,4,0,0,2,1,0,0
2020-07-13,0,0,0,0,0,1,6,0,0,0,18,0,1,5,5,0,0,4,1,0,3,2,0,3,0,0,0,1,0,0,0,0,0,0
2020-07-14,1,0,0,0,0,0,4,1,0,0,21,0,0,0,3,0,0,1,4,0,0,5,1,13,0,0,0,0,0,0,0,0,0,0
2020-07-15,2,2,0,0,0,0,5,0,1,18,28,0,0,0,5,0,0,3,4,0,0,0,1,12,0,0,0,0,0,0,3,0,0,3
2020-07-16,1,3,1,0,0,1,7,0,0,9,26,0,0,0,5,0,0,0,0,0,1,5,0,15,0,0,0,0,0,0,1,0,0,1
2020-07-17,0,3,0,0,0,0,6,0,1,18,37,0,0,0,2,0,0,1,3,0,2,7,0,2,0,0,0,0,0,0,0,0,0,2
2020-07-18,0,1,1,0,0,0,8,0,2,15,11,0,0,0,7,0,0,3,2,0,0,3,0,2,0,0,0,0,1,1,0,0,0,2
2020-07-19,1,4,1,0,0,1,9,0,0,23,52,0,1,9,3,0,0,5,1,1,2,1,0,9,0,0,0,0,2,0,1,0,0,1
2020-07-20,0,4,0,0,0,0,9,0,0,36,32,0,1,0,5,0,0,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1
2020-07-21,0,2,1,0,0,1,8,0,4,15,28,0,0,0,6,0,0,2,2,0,0,4,0,3,0,0,0,0,0,0,3,0,0,2
2020-07-22,0,0,0,0,0,1,5,0,2,70,35,0,3,2,5,0,0,0,2,0,1,7,0,3,0,0,0,2,0,0,0,0,0,1
2020-07-23,1,2,0,0,0,1,2,0,1,60,29,0,3,0,1,0,0,0,0,0,7,9,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,4,0,0,38,29,0,0,0,0,0,0,5,5,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0
2020-07-25,0,0,0,0,0,1,0,0,0,10,18,0,2,4,3,0,0,0,0,0,1,3,0,3,0,0,0,2,0,0,2,0,0,0
2020-07-26,0,0,2,0,0,1,4,0,0,10,17,0,2,2,5,0,0,1,4,0,2,4,0,9,1,0,0,1,1,0,0,0,0,1
2020-07-27,0,0,0,0,0,0,10,0,0,10,19,0,0,1,2,0,0,3,1,0,1,2,0,5,0,0,0,1,0,0,0,0,0,2
2020-07-28,0,0,0,0,0,2,15,0,0,8,22,0,0,0,3,0,1,1,1,0,3,1,0,4,0,0,1,0,1,0,0,0,0,0
2020-07-29,2,0,0,0,0,0,14,0,2,12,33,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1
2020-07-30,0,0,2,0,2,0,19,2,2,12,14,0,2,0,8,0,0,0,7,0,3,3,0,2,0,0,0,2,1,1,0,1,0,0
2020-07-31,0,0,1,0,0,1,14,0,0,18,21,0,2,3,1,0,0,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,1,12,0,0,13,21,0,1,0,6,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
2020-08-02,3,0,0,0,1,0,1,0,0,18,0,0,4,0,0,0,0,5,0,0,1,7,0,0,0,1,0,1,0,0,1,0,0,0
2020-08-03,2,0,2,0,0,0,16,0,0,10,22,0,4,0,0,0,1,2,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0
2020-08-04,0,0,1,0,1,0,14,0,6,0,40,0,1,0,2,0,0,1,4,0,0,6,0,7,0,0,0,0,0,0,0,1,0,2
2020-08-05,1,0,0,0,0,0,14,0,0,15,18,0,0,0,1,0,0,3,6,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1
2020-08-06,0,0,1,0,0,0,13,0,1,20,18,0,1,4,0,0,0,1,4,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0
2020-08-07,0,1,1,0,0,0,12,0,4,9,17,0,4,1,3,0,0,0,4,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,1,0,1,2,11,0,3,11,22,0,1,0,2,0,4,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2020-08-09,1,0,0,0,0,1,6,0,4,3,21,0,4,0,3,0,1,0,11,0,2,2,0,1,0,0,1,2,0,0,0,0,0,2
2020-08-10,0,0,0,0,1,1,2,0,0,5,17,0,4,0,1,0,0,2,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1
2020-08-11,0,0,0,0,0,0,12,0,4,3,21,0,3,1,1,0,0,3,2,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0
2020-08-12,2,0,2,0,2,1,15,0,1,20,16,0,2,0,2,0,1,1,2,2,0,2,1,1,0,0,0,3,0,1,0,1,0,1
2020-08-13,1,0,0,0,0,0,11,0,1,14,22,0,1,2,4,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0
2020-08-14,2,0,1,0,0,2,4,0,1,9,14,0,4,1,2,0,0,0,2,1,0,4,0,4,0,0,0,0,0,0,0,0,0,2
2020-08-15,2,0,0,0,0,0,6,0,0,6,21,0,1,0,3,0,0,2,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1
2020-08-16,0,1,1,0,0,0,1,0,2,6,35,0,23,0,0,0,1,0,0,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0
2020-08-17,0,0,0,0,0,0,14,0,1,5,14,0,4,0,6,0,0,1,0,1,1,3,0,3,0,0,1,0,1,0,0,0,0,2
2020-08-18,2,1,1,0,0,1,19,0,0,10,18,0,1,2,0,0,0,2,1,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,18,0,4,8,19,0,4,0,1,0,0,1,6,2,0,3,0,1,0,0,0,0,0,0,2,0,0,0
2020-08-20,0,0,0,0,0,2,16,0,2,4,24,0,2,0,0,0,2,1,3,0,1,9,0,0,0,0,1,0,1,0,4,0,0,0
2020-08-21,2,0,0,0,0,1,15,1,8,5,30,0,5,1,2,0,1,2,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2
2020-08-22,0,1,2,0,0,1,17,0,6,16,25,0,1,1,3,0,0,3,5,3,0,6,1,1,0,0,1,0,0,0,0,0,1,0
2020-08-23,2,0,0,0,0,0,17,0,1,12,19,0,15,0,2,0,1,2,4,1,0,3,2,1,1,0,1,0,0,1,0,0,0,1
2020-08-24,3,0,0,0,0,1,16,0,3,3,23,0,3,0,2,0,1,5,1,0,5,6,2,1,0,0,2,0,0,1,0,0,0,1
2020-08-25,3,2,0,0,0,0,16,0,1,25,27,0,9,1,4,0,1,2,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-26,0,2,1,0,0,2,6,0,0,30,30,0,2,0,2,0,0,2,2,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0
2020-08-27,0,2,0,0,1,0,11,0,0,33,30,0,9,1,2,0,4,3,3,2,0,6,1,6,0,0,3,2,0,1,0,0,0,0
2020-08-28,11,2,0,0,0,0,10,0,2,28,20,0,3,0,5,0,0,1,3,2,0,7,1,2,0,0,5,2,0,0,0,0,0,1
2020-08-29,6,2,0,0,0,1,18,0,0,10,21,0,8,1,3,0,0,0,11,0,0,6,0,2,0,0,0,0,0,1,0,0,0,2
2020-08-30,6,3,4,0,0,0,9,0,0,15,26,1,5,1,2,0,0,1,0,1,1,3,2,0,0,0,0,1,0,0,1,0,0,0
2020-08-31,2,3,0,0,0,2,14,0,8,8,21,0,1,0,1,0,1,2,2,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0
2020-09-01,3,2,4,0,0,0,17,0,2,14,26,0,3,0,1,0,0,3,2,0,0,4,1,0,0,2,1,0,0,2,1,0,0,0
2020-09-02,2,5,1,0,0,2,17,0,1,31,29,0,1,0,4,0,1,0,6,0,1,2,1,4,1,0,1,0,1,0,0,0,0,0
2020-09-03,4,4,1,0,0,2,15,0,4,18,34,0,27,1,4,0,2,0,2,0,1,3,3,3,2,1,1,0,0,0,1,0,0,1
2020-09-04,2,9,0,0,0,1,6,0,1,5,29,0,7,1,0,0,0,3,4,3,0,4,0,1,0,0,5,0,0,0,1,0,0,0
2020-09-05,2,10,0,0,1,1,13,0,0,10,27,1,8,0,6,0,0,2,9,0,0,6,1,2,0,1,0,0,1,0,2,0,0,5
2020-09-06,2,7,0,0,0,1,9,0,0,8,30,0,7,1,1,0,0,1,3,1,1,2,1,1,0,1,5,0,1,2,0,0,0,0
2020-09-07,3,11,3,0,0,0,22,0,0,6,31,0,3,2,2,0,3,1,3,1,1,4,0,1,0,2,2,1,0,0,2,0,1,0
2020-09-08,2,12,0,0,0,1,21,0,2,6,32,0,8,0,1,0,1,2,2,0,0,3,1,1,0,0,3,1,0,0,0,0,0,1
2020-09-09,2,14,0,0,0,1,17,0,3,10,38,0,2,1,1,0,0,0,5,2,0,1,1,1,0,1,3,2,0,0,0,0,1,0
2020-09-10,2,9,0,1,1,1,17,1,0,18,42,0,3,1,6,0,1,0,5,0,0,3,2,0,0,0,3,1,0,0,2,0,0,1
2020-09-11,2,10,0,0,1,1,17,1,7,5,29,0,3,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,2,2,0,0,1
2020-09-12,0,7,0,0,2,0,18,0,1,10,29,0,5,1,5,1,4,0,3,4,0,6,1,1,0,0,4,0,2,1,0,0,1,0
2020-09-13,4,6,0,0,0,2,5,0,5,6,17,0,2,1,0,0,0,1,3,3,1,0,0,4,0,0,8,0,0,0,3,0,0,2
2020-09-14,5,5,0,0,0,1,27,0,0,8,37,0,2,0,3,0,0,0,5,4,1,6,0,3,0,1,4,0,0,4,0,0,0,2
2020-09-15,6,5,1,0,0,0,32,0,6,12,32,1,3,1,1,0,0,1,4,5,0,6,0,0,0,0,5,1,0,0,2,0,0,0
2020-09-16,11,4,1,0,0,0,31,0,1,14,35,0,5,3,2,0,0,0,4,5,2,4,2,3,0,2,4,0,0,0,2,0,0,0
2020-09-17,12,6,3,0,0,0,14,1,3,16,29,0,5,0,0,0,0,3,3,2,1,8,2,0,0,1,9,0,0,1,3,0,0,0
